CUPS;Fecha;Hora;2.0TD;3.0TD;P3.0TDVE
REE;17/03/2022;2;8.5059E-05;8.11862E-05;4.73423E-05
REE;17/03/2022;3;7.53578E-05;7.98958E-05;4.15022E-05
REE;17/03/2022;4;7.0755E-05;7.94099E-05;4.62563E-05
REE;17/03/2022;5;6.95499E-05;7.98094E-05;4.26647E-05
REE;17/03/2022;6;7.26428E-05;8.29454E-05;5.14796E-05
REE;17/03/2022;7;8.38828E-05;9.44526E-05;4.09706E-05
REE;17/03/2022;8;0.000103462;0.000108826;5.03657E-05
REE;17/03/2022;9;0.000116291;0.000138105;7.03234E-05
REE;17/03/2022;10;0.000122311;0.000158173;0.000108597
REE;17/03/2022;11;0.000126511;0.000165235;0.000152168
REE;17/03/2022;12;0.000125847;0.000165634;0.000176495
REE;17/03/2022;13;0.000126476;0.000164885;0.000169793
REE;17/03/2022;14;0.000133293;0.000156275;0.000157188
REE;17/03/2022;15;0.000134563;0.000136637;0.000170954
REE;17/03/2022;16;0.000126297;0.000126955;0.000170264
REE;17/03/2022;17;0.000119839;0.000123809;0.000175286
REE;17/03/2022;18;0.000118492;0.000122531;0.000184005
REE;17/03/2022;19;0.000121866;0.000120574;0.000185276
REE;17/03/2022;20;0.000140327;0.000132996;0.000187853
REE;17/03/2022;21;0.000160298;0.000133305;0.00019062
REE;17/03/2022;22;0.00016509;0.000119231;0.000177444
REE;17/03/2022;23;0.000153333;0.000106045;0.000139132
REE;17/03/2022;24;0.000131123;9.53105E-05;9.8538E-05
REE;18/03/2022;1;0.000108713;8.85013E-05;8.24564E-05
REE;18/03/2022;2;9.03681E-05;8.32335E-05;5.06683E-05
REE;18/03/2022;3;7.91016E-05;8.09308E-05;4.10486E-05
REE;18/03/2022;4;7.32968E-05;7.98394E-05;4.29989E-05
REE;18/03/2022;5;7.09579E-05;7.97596E-05;4.46528E-05
REE;18/03/2022;6;7.20282E-05;8.10109E-05;4.13361E-05
REE;18/03/2022;7;7.57125E-05;8.45401E-05;3.5273E-05
REE;18/03/2022;8;8.11531E-05;8.1336E-05;3.58723E-05
REE;18/03/2022;9;9.99731E-05;8.65053E-05;4.75727E-05
REE;18/03/2022;10;0.000124374;9.87602E-05;7.05924E-05
REE;18/03/2022;11;0.000137271;0.000109288;0.00010118
REE;18/03/2022;12;0.000137997;0.000113822;0.000150901
REE;18/03/2022;13;0.000136282;0.000115328;0.000181297
REE;18/03/2022;14;0.000142978;0.000111592;0.000192419
REE;18/03/2022;15;0.000141757;0.000103452;0.000183612
REE;18/03/2022;16;0.000127023;9.87207E-05;0.000160356
REE;18/03/2022;17;0.000116895;9.5745E-05;0.000160766
REE;18/03/2022;18;0.000112808;9.52476E-05;0.000151286
REE;18/03/2022;19;0.000115015;9.61049E-05;0.000157665
REE;18/03/2022;20;0.000131877;0.000112388;0.000177629
REE;18/03/2022;21;0.000152062;0.000120347;0.000163993
REE;18/03/2022;22;0.000158433;0.000112608;0.000155206
REE;18/03/2022;23;0.000148747;0.000102812;0.000115703
REE;18/03/2022;24;0.000129107;9.38577E-05;9.99731E-05
REE;19/03/2022;1;0.000109066;8.75167E-05;7.28366E-05
REE;19/03/2022;2;9.21821E-05;8.29033E-05;5.24564E-05
REE;19/03/2022;3;8.22515E-05;8.08341E-05;4.74452E-05
REE;19/03/2022;4;7.41426E-05;7.87613E-05;4.72784E-05
REE;19/03/2022;5;7.10023E-05;7.83342E-05;4.38861E-05
REE;19/03/2022;6;7.10333E-05;7.90733E-05;4.20909E-05
REE;19/03/2022;7;7.32203E-05;8.11781E-05;3.87808E-05
REE;19/03/2022;8;7.57429E-05;7.58297E-05;2.94456E-05
REE;19/03/2022;9;8.89347E-05;7.35875E-05;3.07477E-05
REE;19/03/2022;10;0.00011299;7.94588E-05;5.02154E-05
REE;19/03/2022;11;0.000131584;8.48354E-05;7.60879E-05
REE;19/03/2022;12;0.00013772;8.99125E-05;0.000102102
REE;19/03/2022;13;0.000137578;9.35564E-05;0.000137261
REE;19/03/2022;14;0.000142887;9.35417E-05;0.000169984
REE;19/03/2022;15;0.000139951;9.09745E-05;0.000164985
REE;19/03/2022;16;0.00012381;8.75253E-05;0.000156593
REE;19/03/2022;17;0.000113968;8.3797E-05;0.000143316
REE;19/03/2022;18;0.000111173;8.09418E-05;0.000137202
REE;19/03/2022;19;0.000116576;8.12363E-05;0.000139199
REE;19/03/2022;20;0.000138085;9.44296E-05;0.00015546
REE;19/03/2022;21;0.000163051;0.00010112;0.000163169
REE;19/03/2022;22;0.000166688;9.89888E-05;0.000148333
REE;19/03/2022;23;0.000148197;9.14403E-05;0.000104727
REE;19/03/2022;24;0.000123331;8.23392E-05;7.64747E-05
REE;20/03/2022;1;0.000100189;7.76117E-05;5.11665E-05
REE;20/03/2022;2;8.30369E-05;7.47621E-05;4.4568E-05
REE;20/03/2022;3;7.37344E-05;7.38585E-05;3.94211E-05
REE;20/03/2022;4;6.92264E-05;7.3424E-05;4.36759E-05
REE;20/03/2022;5;6.79386E-05;7.3951E-05;3.57383E-05
REE;20/03/2022;6;7.08874E-05;7.71498E-05;4.90728E-05
REE;20/03/2022;7;8.17608E-05;8.87527E-05;3.06208E-05
REE;20/03/2022;8;0.000101223;0.000105202;3.38067E-05
REE;20/03/2022;9;0.000113276;0.000134582;5.13906E-05
REE;20/03/2022;10;0.000120265;0.000155718;8.35817E-05
REE;20/03/2022;11;0.000125883;0.000163042;0.000121283
REE;20/03/2022;12;0.000126132;0.000162869;0.000161242
REE;20/03/2022;13;0.000127123;0.000161077;0.000161082
REE;20/03/2022;14;0.000134596;0.000151883;0.000156352
REE;20/03/2022;15;0.000135513;0.000133749;0.000144509
REE;20/03/2022;16;0.000125587;0.000127265;0.000166671
REE;20/03/2022;17;0.000118062;0.000126549;0.000168684
REE;20/03/2022;18;0.000117018;0.000125525;0.000160754
REE;20/03/2022;19;0.00012207;0.000120765;0.000167587
REE;20/03/2022;20;0.00014389;0.000125994;0.000184327
REE;20/03/2022;21;0.000169199;0.000120333;0.00017454
REE;20/03/2022;22;0.00017385;0.000106129;0.000138952
REE;20/03/2022;23;0.000154545;9.28504E-05;0.000104472
REE;20/03/2022;24;0.000125731;8.39376E-05;7.01645E-05
REE;21/03/2022;1;0.000101028;7.89501E-05;6.05882E-05
REE;21/03/2022;2;8.3531E-05;7.58811E-05;4.60197E-05
REE;21/03/2022;3;7.41416E-05;7.48032E-05;3.6748E-05
REE;21/03/2022;4;6.97747E-05;7.42717E-05;3.67642E-05
REE;21/03/2022;5;6.85871E-05;7.47165E-05;3.22566E-05
REE;21/03/2022;6;7.15773E-05;7.78443E-05;4.21882E-05
REE;21/03/2022;7;8.30009E-05;8.92243E-05;3.66352E-05
REE;21/03/2022;8;0.000103433;0.000104959;4.37763E-05
REE;21/03/2022;9;0.000115038;0.000133524;6.8855E-05
REE;21/03/2022;10;0.000119723;0.000153919;0.000110555
REE;21/03/2022;11;0.00012354;0.000160634;0.000150905
REE;21/03/2022;12;0.00012315;0.000160687;0.000165942
REE;21/03/2022;13;0.000124449;0.000159855;0.000168563
REE;21/03/2022;14;0.000131678;0.000151174;0.000173171
REE;21/03/2022;15;0.000132683;0.000133477;0.000176328
REE;21/03/2022;16;0.000123443;0.000127124;0.000188406
REE;21/03/2022;17;0.0001164;0.000125972;0.000187893
REE;21/03/2022;18;0.000115643;0.000124685;0.000185721
REE;21/03/2022;19;0.00012088;0.000120341;0.00019294
REE;21/03/2022;20;0.000143301;0.000126922;0.000208929
REE;21/03/2022;21;0.000168723;0.00012234;0.00020703
REE;21/03/2022;22;0.00017304;0.000108074;0.00018014
REE;21/03/2022;23;0.00015456;9.44689E-05;0.000140588
REE;21/03/2022;24;0.000126342;8.43871E-05;9.293E-05
REE;22/03/2022;1;0.000101028;7.89501E-05;6.05882E-05
REE;22/03/2022;2;8.3531E-05;7.58811E-05;4.60197E-05
REE;22/03/2022;3;7.41416E-05;7.48032E-05;3.6748E-05
REE;22/03/2022;4;6.97747E-05;7.42717E-05;3.67642E-05
REE;22/03/2022;5;6.85871E-05;7.47165E-05;3.22566E-05
REE;22/03/2022;6;7.15773E-05;7.78443E-05;4.21882E-05
REE;22/03/2022;7;8.30009E-05;8.92243E-05;3.66352E-05
REE;22/03/2022;8;0.000103433;0.000104959;4.37763E-05
REE;22/03/2022;9;0.000115038;0.000133524;6.8855E-05
REE;22/03/2022;10;0.000119723;0.000153919;0.000110555
REE;22/03/2022;11;0.00012354;0.000160634;0.000150905
REE;22/03/2022;12;0.00012315;0.000160687;0.000165942
REE;22/03/2022;13;0.000124449;0.000159855;0.000168563
REE;22/03/2022;14;0.000131678;0.000151174;0.000173171
REE;22/03/2022;15;0.000132683;0.000133477;0.000176328
REE;22/03/2022;16;0.000123443;0.000127124;0.000188406
REE;22/03/2022;17;0.0001164;0.000125972;0.000187893
REE;22/03/2022;18;0.000115643;0.000124685;0.000185721
REE;22/03/2022;19;0.00012088;0.000120341;0.00019294
REE;22/03/2022;20;0.000143301;0.000126922;0.000208929
REE;22/03/2022;21;0.000168723;0.00012234;0.00020703
REE;22/03/2022;22;0.00017304;0.000108074;0.00018014
REE;22/03/2022;23;0.00015456;9.44689E-05;0.000140588
REE;22/03/2022;24;0.000126342;8.43871E-05;9.293E-05
REE;23/03/2022;1;0.000101028;7.89501E-05;6.05882E-05
REE;23/03/2022;2;8.3531E-05;7.58811E-05;4.60197E-05
REE;23/03/2022;3;7.41416E-05;7.48032E-05;3.6748E-05
REE;23/03/2022;4;6.97747E-05;7.42717E-05;3.67642E-05
REE;23/03/2022;5;6.85871E-05;7.47165E-05;3.22566E-05
REE;23/03/2022;6;7.15773E-05;7.78443E-05;4.21882E-05
REE;23/03/2022;7;8.30009E-05;8.92243E-05;3.66352E-05
REE;23/03/2022;8;0.000103433;0.000104959;4.37763E-05
REE;23/03/2022;9;0.000115038;0.000133524;6.8855E-05
REE;23/03/2022;10;0.000119723;0.000153919;0.000110555
REE;23/03/2022;11;0.00012354;0.000160634;0.000150905
REE;23/03/2022;12;0.00012315;0.000160687;0.000165942
REE;23/03/2022;13;0.000124449;0.000159855;0.000168563
REE;23/03/2022;14;0.000131678;0.000151174;0.000173171
REE;23/03/2022;15;0.000132683;0.000133477;0.000176328
REE;23/03/2022;16;0.000123443;0.000127124;0.000188406
REE;23/03/2022;17;0.0001164;0.000125972;0.000187893
REE;23/03/2022;18;0.000115643;0.000124685;0.000185721
REE;23/03/2022;19;0.00012088;0.000120341;0.00019294
REE;23/03/2022;20;0.000143301;0.000126922;0.000208929
REE;23/03/2022;21;0.000168723;0.00012234;0.00020703
REE;23/03/2022;22;0.00017304;0.000108074;0.00018014
REE;23/03/2022;23;0.00015456;9.44689E-05;0.000140588
REE;23/03/2022;24;0.000126342;8.43871E-05;9.293E-05
REE;24/03/2022;1;0.000102743;8.47085E-05;5.76174E-05
REE;24/03/2022;2;8.5059E-05;8.11862E-05;4.73423E-05
REE;24/03/2022;3;7.53578E-05;7.98958E-05;4.15022E-05
REE;24/03/2022;4;7.0755E-05;7.94099E-05;4.62563E-05
REE;24/03/2022;5;6.95499E-05;7.98094E-05;4.26647E-05
REE;24/03/2022;6;7.26428E-05;8.29454E-05;5.14796E-05
REE;24/03/2022;7;8.38828E-05;9.44526E-05;4.09706E-05
REE;24/03/2022;8;0.000103462;0.000108826;5.03657E-05
REE;24/03/2022;9;0.000116291;0.000138105;7.03234E-05
REE;24/03/2022;10;0.000122311;0.000158173;0.000108597
REE;24/03/2022;11;0.000126511;0.000165235;0.000152168
REE;24/03/2022;12;0.000125847;0.000165634;0.000176495
REE;24/03/2022;13;0.000126476;0.000164885;0.000169793
REE;24/03/2022;14;0.000133293;0.000156275;0.000157188
REE;24/03/2022;15;0.000134563;0.000136637;0.000170954
REE;24/03/2022;16;0.000126297;0.000126955;0.000170264
REE;24/03/2022;17;0.000119839;0.000123809;0.000175286
REE;24/03/2022;18;0.000118492;0.000122531;0.000184005
REE;24/03/2022;19;0.000121866;0.000120574;0.000185276
REE;24/03/2022;20;0.000140327;0.000132996;0.000187853
REE;24/03/2022;21;0.000160298;0.000133305;0.00019062
REE;24/03/2022;22;0.00016509;0.000119231;0.000177444
REE;24/03/2022;23;0.000153333;0.000106045;0.000139132
REE;24/03/2022;24;0.000131123;9.53105E-05;9.8538E-05
REE;25/03/2022;1;0.000108713;8.85013E-05;8.24564E-05
REE;25/03/2022;2;9.03681E-05;8.32335E-05;5.06683E-05
REE;25/03/2022;3;7.91016E-05;8.09308E-05;4.10486E-05
REE;25/03/2022;4;7.32968E-05;7.98394E-05;4.29989E-05
REE;25/03/2022;5;7.09579E-05;7.97596E-05;4.46528E-05
REE;25/03/2022;6;7.20282E-05;8.10109E-05;4.13361E-05
REE;25/03/2022;7;7.57125E-05;8.45401E-05;3.5273E-05
REE;25/03/2022;8;8.11531E-05;8.1336E-05;3.58723E-05
REE;25/03/2022;9;9.99731E-05;8.65053E-05;4.75727E-05
REE;25/03/2022;10;0.000124374;9.87602E-05;7.05924E-05
REE;25/03/2022;11;0.000137271;0.000109288;0.00010118
REE;25/03/2022;12;0.000137997;0.000113822;0.000150901
REE;25/03/2022;13;0.000136282;0.000115328;0.000181297
REE;25/03/2022;14;0.000142978;0.000111592;0.000192419
REE;25/03/2022;15;0.000141757;0.000103452;0.000183612
REE;25/03/2022;16;0.000127023;9.87207E-05;0.000160356
REE;25/03/2022;17;0.000116895;9.5745E-05;0.000160766
REE;25/03/2022;18;0.000112808;9.52476E-05;0.000151286
REE;25/03/2022;19;0.000115015;9.61049E-05;0.000157665
REE;25/03/2022;20;0.000131877;0.000112388;0.000177629
REE;25/03/2022;21;0.000152062;0.000120347;0.000163993
REE;25/03/2022;22;0.000158433;0.000112608;0.000155206
REE;25/03/2022;23;0.000148747;0.000102812;0.000115703
REE;25/03/2022;24;0.000129107;9.38577E-05;9.99731E-05
REE;26/03/2022;1;0.000109066;8.75167E-05;7.28366E-05
REE;26/03/2022;2;9.21821E-05;8.29033E-05;5.24564E-05
REE;26/03/2022;3;7.41426E-05;7.87613E-05;4.72784E-05
REE;26/03/2022;4;7.10023E-05;7.83342E-05;4.38861E-05
REE;26/03/2022;5;7.10333E-05;7.90733E-05;4.20909E-05
REE;26/03/2022;6;7.32203E-05;8.11781E-05;3.87808E-05
REE;26/03/2022;7;7.57429E-05;7.58297E-05;2.94456E-05
REE;26/03/2022;8;8.89347E-05;7.35875E-05;3.07477E-05
REE;26/03/2022;9;0.00011299;7.94588E-05;5.02154E-05
REE;26/03/2022;10;0.000131584;8.48354E-05;7.60879E-05
REE;26/03/2022;11;0.00013772;8.99125E-05;0.000102102
REE;26/03/2022;12;0.000137578;9.35564E-05;0.000137261
REE;26/03/2022;13;0.000142887;9.35417E-05;0.000169984
REE;26/03/2022;14;0.000139951;9.09745E-05;0.000164985
REE;26/03/2022;15;0.00012381;8.75253E-05;0.000156593
REE;26/03/2022;16;0.000113968;8.3797E-05;0.000143316
REE;26/03/2022;17;0.000111173;8.09418E-05;0.000137202
REE;26/03/2022;18;0.000116576;8.12363E-05;0.000139199
REE;26/03/2022;19;0.000138085;9.44296E-05;0.00015546
REE;26/03/2022;20;0.000163051;0.00010112;0.000163169
REE;26/03/2022;21;0.000166688;9.89888E-05;0.000148333
REE;26/03/2022;22;0.000148197;9.14403E-05;0.000104727
REE;26/03/2022;23;0.000123331;8.23392E-05;7.64747E-05
REE;26/03/2022;24;0.000100189;7.76117E-05;5.11665E-05
REE;27/03/2022;1;8.30369E-05;7.47621E-05;4.4568E-05
REE;27/03/2022;2;7.37344E-05;7.38585E-05;3.94211E-05
REE;27/03/2022;3;6.92264E-05;7.3424E-05;4.36759E-05
REE;27/03/2022;4;6.79386E-05;7.3951E-05;3.57383E-05
REE;27/03/2022;5;7.08874E-05;7.71498E-05;4.90728E-05
REE;27/03/2022;6;8.17608E-05;8.87527E-05;3.06208E-05
REE;27/03/2022;7;0.000101223;0.000105202;3.38067E-05
REE;27/03/2022;8;0.000113276;0.000134582;5.13906E-05
REE;27/03/2022;9;0.000120265;0.000155718;8.35817E-05
REE;27/03/2022;10;0.000125883;0.000163042;0.000121283
REE;27/03/2022;11;0.000126132;0.000162869;0.000161242
REE;27/03/2022;12;0.000127123;0.000161077;0.000161082
REE;27/03/2022;13;0.000134596;0.000151883;0.000156352
REE;27/03/2022;14;0.000135513;0.000133749;0.000144509
REE;27/03/2022;15;0.000125587;0.000127265;0.000166671
REE;27/03/2022;16;0.000118062;0.000126549;0.000168684
REE;27/03/2022;17;0.000117018;0.000125525;0.000160754
REE;27/03/2022;18;0.00012207;0.000120765;0.000167587
REE;27/03/2022;19;0.00014389;0.000125994;0.000184327
REE;27/03/2022;20;0.000169199;0.000120333;0.00017454
REE;27/03/2022;21;0.00017385;0.000106129;0.000138952
REE;27/03/2022;22;0.000154545;9.28504E-05;0.000104472
REE;27/03/2022;23;0.000125731;8.39376E-05;7.01645E-05
REE;28/03/2022;1;0.000101028;7.89501E-05;6.05882E-05
REE;28/03/2022;2;8.3531E-05;7.58811E-05;4.60197E-05
REE;28/03/2022;3;7.41416E-05;7.48032E-05;3.6748E-05
REE;28/03/2022;4;6.97747E-05;7.42717E-05;3.67642E-05
REE;28/03/2022;5;6.85871E-05;7.47165E-05;3.22566E-05
REE;28/03/2022;6;7.15773E-05;7.78443E-05;4.21882E-05
REE;28/03/2022;7;8.30009E-05;8.92243E-05;3.66352E-05
REE;28/03/2022;8;0.000103433;0.000104959;4.37763E-05
REE;28/03/2022;9;0.000115038;0.000133524;6.8855E-05
REE;28/03/2022;10;0.000119723;0.000153919;0.000110555
REE;28/03/2022;11;0.00012354;0.000160634;0.000150905
REE;28/03/2022;12;0.00012315;0.000160687;0.000165942
REE;28/03/2022;13;0.000124449;0.000159855;0.000168563
REE;28/03/2022;14;0.000131678;0.000151174;0.000173171
REE;28/03/2022;15;0.000132683;0.000133477;0.000176328
REE;28/03/2022;16;0.000123443;0.000127124;0.000188406
REE;28/03/2022;17;0.0001164;0.000125972;0.000187893
REE;28/03/2022;18;0.000115643;0.000124685;0.000185721
REE;28/03/2022;19;0.00012088;0.000120341;0.00019294
REE;28/03/2022;20;0.000143301;0.000126922;0.000208929
REE;28/03/2022;21;0.000168723;0.00012234;0.00020703
REE;28/03/2022;22;0.00017304;0.000108074;0.00018014
REE;28/03/2022;23;0.00015456;9.44689E-05;0.000140588
REE;28/03/2022;24;0.000126342;8.43871E-05;9.293E-05
REE;29/03/2022;1;0.000101028;7.89501E-05;6.05882E-05
REE;29/03/2022;2;8.3531E-05;7.58811E-05;4.60197E-05
REE;29/03/2022;3;7.41416E-05;7.48032E-05;3.6748E-05
REE;29/03/2022;4;6.97747E-05;7.42717E-05;3.67642E-05
REE;29/03/2022;5;6.85871E-05;7.47165E-05;3.22566E-05
REE;29/03/2022;6;7.15773E-05;7.78443E-05;4.21882E-05
REE;29/03/2022;7;8.30009E-05;8.92243E-05;3.66352E-05
REE;29/03/2022;8;0.000103433;0.000104959;4.37763E-05
REE;29/03/2022;9;0.000115038;0.000133524;6.8855E-05
REE;29/03/2022;10;0.000119723;0.000153919;0.000110555
REE;29/03/2022;11;0.00012354;0.000160634;0.000150905
REE;29/03/2022;12;0.00012315;0.000160687;0.000165942
REE;29/03/2022;13;0.000124449;0.000159855;0.000168563
REE;29/03/2022;14;0.000131678;0.000151174;0.000173171
REE;29/03/2022;15;0.000132683;0.000133477;0.000176328
REE;29/03/2022;16;0.000123443;0.000127124;0.000188406
REE;29/03/2022;17;0.0001164;0.000125972;0.000187893
REE;29/03/2022;18;0.000115643;0.000124685;0.000185721
REE;29/03/2022;19;0.00012088;0.000120341;0.00019294
REE;29/03/2022;20;0.000143301;0.000126922;0.000208929
REE;29/03/2022;21;0.000168723;0.00012234;0.00020703
REE;29/03/2022;22;0.00017304;0.000108074;0.00018014
REE;29/03/2022;23;0.00015456;9.44689E-05;0.000140588
REE;29/03/2022;24;0.000126342;8.43871E-05;9.293E-05
REE;30/03/2022;1;0.000101028;7.89501E-05;6.05882E-05
REE;30/03/2022;2;8.3531E-05;7.58811E-05;4.60197E-05
REE;30/03/2022;3;7.41416E-05;7.48032E-05;3.6748E-05
REE;30/03/2022;4;6.97747E-05;7.42717E-05;3.67642E-05
REE;30/03/2022;5;6.85871E-05;7.47165E-05;3.22566E-05
REE;30/03/2022;6;7.15773E-05;7.78443E-05;4.21882E-05
REE;30/03/2022;7;8.30009E-05;8.92243E-05;3.66352E-05
REE;30/03/2022;8;0.000103433;0.000104959;4.37763E-05
REE;30/03/2022;9;0.000115038;0.000133524;6.8855E-05
REE;30/03/2022;10;0.000119723;0.000153919;0.000110555
REE;30/03/2022;11;0.00012354;0.000160634;0.000150905
REE;30/03/2022;12;0.00012315;0.000160687;0.000165942
REE;30/03/2022;13;0.000124449;0.000159855;0.000168563
REE;30/03/2022;14;0.000131678;0.000151174;0.000173171
REE;30/03/2022;15;0.000132683;0.000133477;0.000176328
REE;30/03/2022;16;0.000123443;0.000127124;0.000188406
REE;30/03/2022;17;0.0001164;0.000125972;0.000187893
REE;30/03/2022;18;0.000115643;0.000124685;0.000185721
REE;30/03/2022;19;0.00012088;0.000120341;0.00019294
REE;30/03/2022;20;0.000143301;0.000126922;0.000208929
REE;30/03/2022;21;0.000168723;0.00012234;0.00020703
REE;30/03/2022;22;0.00017304;0.000108074;0.00018014
REE;30/03/2022;23;0.00015456;9.44689E-05;0.000140588
REE;30/03/2022;24;0.000126342;8.43871E-05;9.293E-05
REE;31/03/2022;1;0.000102743;8.47085E-05;5.76174E-05
REE;31/03/2022;2;8.5059E-05;8.11862E-05;4.73423E-05
REE;31/03/2022;3;7.53578E-05;7.98958E-05;4.15022E-05
REE;31/03/2022;4;7.0755E-05;7.94099E-05;4.62563E-05
REE;31/03/2022;5;6.95499E-05;7.98094E-05;4.26647E-05
REE;31/03/2022;6;7.26428E-05;8.29454E-05;5.14796E-05
REE;31/03/2022;7;8.38828E-05;9.44526E-05;4.09706E-05
REE;31/03/2022;8;0.000103462;0.000108826;5.03657E-05
REE;31/03/2022;9;0.000116291;0.000138105;7.03234E-05
REE;31/03/2022;10;0.000122311;0.000158173;0.000108597
REE;31/03/2022;11;0.000126511;0.000165235;0.000152168
REE;31/03/2022;12;0.000125847;0.000165634;0.000176495
REE;31/03/2022;13;0.000126476;0.000164885;0.000169793
REE;31/03/2022;14;0.000133293;0.000156275;0.000157188
REE;31/03/2022;15;0.000134563;0.000136637;0.000170954
REE;31/03/2022;16;0.000126297;0.000126955;0.000170264
REE;31/03/2022;17;0.000119839;0.000123809;0.000175286
REE;31/03/2022;18;0.000118492;0.000122531;0.000184005
REE;31/03/2022;19;0.000121866;0.000120574;0.000185276
REE;31/03/2022;20;0.000140327;0.000132996;0.000187853
REE;31/03/2022;21;0.000160298;0.000133305;0.00019062
REE;31/03/2022;22;0.00016509;0.000119231;0.000177444
REE;31/03/2022;23;0.000153333;0.000106045;0.000139132
REE;31/03/2022;24;0.000131123;9.53105E-05;9.8538E-05
REE;01/04/2022;1;0.000102871;8.38091E-05;0.000100988
REE;01/04/2022;2;8.58066E-05;7.88861E-05;7.36845E-05
REE;01/04/2022;3;7.49789E-05;7.6348E-05;5.57838E-05
REE;01/04/2022;4;6.90782E-05;7.5077E-05;4.97665E-05
REE;01/04/2022;5;6.65813E-05;7.45776E-05;4.65278E-05
REE;01/04/2022;6;6.69634E-05;7.6033E-05;3.89691E-05
REE;01/04/2022;7;6.99054E-05;7.96892E-05;4.1179E-05
REE;01/04/2022;8;7.44602E-05;7.88097E-05;3.93731E-05
REE;01/04/2022;9;8.9001E-05;8.16423E-05;4.7842E-05
REE;01/04/2022;10;0.000112157;9.229E-05;8.57375E-05
REE;01/04/2022;11;0.000126973;0.000102762;0.000149922
REE;01/04/2022;12;0.000130161;0.000107507;0.000199471
REE;01/04/2022;13;0.000130664;0.000109811;0.000246677
REE;01/04/2022;14;0.000136424;0.000106817;0.000257368
REE;01/04/2022;15;0.000135789;9.96658E-05;0.000263627
REE;01/04/2022;16;0.000120912;9.49555E-05;0.000230925
REE;01/04/2022;17;0.000110365;9.17465E-05;0.000220399
REE;01/04/2022;18;0.000105794;9.04381E-05;0.000191789
REE;01/04/2022;19;0.000105255;8.96465E-05;0.000201464
REE;01/04/2022;20;0.000108541;9.24918E-05;0.00022327
REE;01/04/2022;21;0.000122691;9.88534E-05;0.000229896
REE;01/04/2022;22;0.00014634;0.000107605;0.000207905
REE;01/04/2022;23;0.000138894;0.000100213;0.000187297
REE;01/04/2022;24;0.000122773;9.1331E-05;0.000140409
REE;02/04/2022;1;0.000104172;8.41232E-05;8.95996E-05
REE;02/04/2022;2;8.71751E-05;7.92451E-05;5.95192E-05
REE;02/04/2022;3;7.58461E-05;7.65696E-05;4.25225E-05
REE;02/04/2022;4;6.9471E-05;7.54176E-05;3.95773E-05
REE;02/04/2022;5;6.65788E-05;7.5077E-05;4.25689E-05
REE;02/04/2022;6;6.63577E-05;7.57768E-05;3.60453E-05
REE;02/04/2022;7;6.83657E-05;7.81593E-05;2.72024E-05
REE;02/04/2022;8;7.0568E-05;7.46592E-05;2.74358E-05
REE;02/04/2022;9;8.14796E-05;7.24741E-05;3.6974E-05
REE;02/04/2022;10;0.000104652;7.82236E-05;6.00351E-05
REE;02/04/2022;11;0.000123587;8.38544E-05;0.000104972
REE;02/04/2022;12;0.000130592;8.89217E-05;0.000156109
REE;02/04/2022;13;0.00013121;9.22056E-05;0.000181185
REE;02/04/2022;14;0.000135126;9.29773E-05;0.000207761
REE;02/04/2022;15;0.000132833;9.10411E-05;0.000209645
REE;02/04/2022;16;0.000116716;8.75091E-05;0.000198894
REE;02/04/2022;17;0.000106625;8.36725E-05;0.00016901
REE;02/04/2022;18;0.000102779;8.04133E-05;0.000170132
REE;02/04/2022;19;0.000104198;7.89323E-05;0.000170251
REE;02/04/2022;20;0.000110356;8.14285E-05;0.000202069
REE;02/04/2022;21;0.000128694;8.76557E-05;0.000205956
REE;02/04/2022;22;0.000151743;9.90172E-05;0.000194215
REE;02/04/2022;23;0.000139286;9.33293E-05;0.000150464
REE;02/04/2022;24;0.000118818;8.55815E-05;0.000105038
REE;03/04/2022;1;9.69658E-05;8.09871E-05;7.18799E-05
REE;03/04/2022;2;8.00316E-05;0.000078065;4.95136E-05
REE;03/04/2022;3;7.06476E-05;7.67328E-05;3.79213E-05
REE;03/04/2022;4;6.60531E-05;7.61928E-05;3.68908E-05
REE;03/04/2022;5;6.45137E-05;7.67219E-05;2.99433E-05
REE;03/04/2022;6;6.64931E-05;7.94503E-05;3.7031E-05
REE;03/04/2022;7;7.5207E-05;8.94278E-05;3.32361E-05
REE;03/04/2022;8;9.12314E-05;0.000103679;3.77696E-05
REE;03/04/2022;9;0.000102986;0.000128502;5.71617E-05
REE;03/04/2022;10;0.000112172;0.000147211;8.83432E-05
REE;03/04/2022;11;0.000118999;0.000153711;0.000138633
REE;03/04/2022;12;0.000120205;0.000154433;0.00016608
REE;03/04/2022;13;0.000122202;0.000153818;0.000170443
REE;03/04/2022;14;0.0001286;0.000146085;0.000179077
REE;03/04/2022;15;0.000129028;0.000130437;0.000184331
REE;03/04/2022;16;0.000117779;0.000124477;0.00019388
REE;03/04/2022;17;0.000109569;0.000123753;0.000185884
REE;03/04/2022;18;0.000107463;0.000121743;0.000167269
REE;03/04/2022;19;0.00010919;0.000116114;0.000163098
REE;03/04/2022;20;0.000117651;0.000110796;0.000183146
REE;03/04/2022;21;0.000139126;0.00010868;0.000185464
REE;03/04/2022;22;0.00016173;0.000111197;0.000147931
REE;03/04/2022;23;0.000145098;9.8844E-05;0.000118251
REE;03/04/2022;24;0.000119863;8.92209E-05;7.82839E-05
