CUPS;Fecha;Hora;2.0TD;3.0TD;P3.0TDVE
REE;08/08/2022;1;0.000115396;0.000103254;7.73121E-05
REE;08/08/2022;2;9.96739E-05;9.60811E-05;6.17495E-05
REE;08/08/2022;3;8.94192E-05;9.18182E-05;4.52207E-05
REE;08/08/2022;4;8.35265E-05;8.98864E-05;3.7494E-05
REE;08/08/2022;5;8.01822E-05;8.92761E-05;2.22699E-05
REE;08/08/2022;6;7.91911E-05;9.12986E-05;2.34901E-05
REE;08/08/2022;7;8.16949E-05;9.90625E-05;2.35502E-05
REE;08/08/2022;8;8.45526E-05;0.000106976;3.03283E-05
REE;08/08/2022;9;9.3412E-05;0.000130818;5.66847E-05
REE;08/08/2022;10;0.000107343;0.000148762;0.000103625
REE;08/08/2022;11;0.000117581;0.000161364;0.000119697
REE;08/08/2022;12;0.000123162;0.00016751;0.000149318
REE;08/08/2022;13;0.000129912;0.000172392;0.000164162
REE;08/08/2022;14;0.0001408;0.000170045;0.000134029
REE;08/08/2022;15;0.000146017;0.000156254;0.000166224
REE;08/08/2022;16;0.000140364;0.000145982;0.000176388
REE;08/08/2022;17;0.000135923;0.000144389;0.000157298
REE;08/08/2022;18;0.000134535;0.000144372;0.00015113
REE;08/08/2022;19;0.00013274;0.000140915;0.000179473
REE;08/08/2022;20;0.000130579;0.000136407;0.000162734
REE;08/08/2022;21;0.00013322;0.000132618;0.000164435
REE;08/08/2022;22;0.000149827;0.000136404;0.00016531
REE;08/08/2022;23;0.000148554;0.00012712;0.000121387
REE;08/08/2022;24;0.000132283;0.000115213;0.000110215
REE;09/08/2022;1;0.000115396;0.000103254;7.73121E-05
REE;09/08/2022;2;9.96739E-05;9.60811E-05;6.17495E-05
REE;09/08/2022;3;8.94192E-05;9.18182E-05;4.52207E-05
REE;09/08/2022;4;8.35265E-05;8.98864E-05;3.7494E-05
REE;09/08/2022;5;8.01822E-05;8.92761E-05;2.22699E-05
REE;09/08/2022;6;7.91911E-05;9.12986E-05;2.34901E-05
REE;09/08/2022;7;8.16949E-05;9.90625E-05;2.35502E-05
REE;09/08/2022;8;8.45526E-05;0.000106976;3.03283E-05
REE;09/08/2022;9;9.3412E-05;0.000130818;5.66847E-05
REE;09/08/2022;10;0.000107343;0.000148762;0.000103625
REE;09/08/2022;11;0.000117581;0.000161364;0.000119697
REE;09/08/2022;12;0.000123162;0.00016751;0.000149318
REE;09/08/2022;13;0.000129912;0.000172392;0.000164162
REE;09/08/2022;14;0.0001408;0.000170045;0.000134029
REE;09/08/2022;15;0.000146017;0.000156254;0.000166224
REE;09/08/2022;16;0.000140364;0.000145982;0.000176388
REE;09/08/2022;17;0.000135923;0.000144389;0.000157298
REE;09/08/2022;18;0.000134535;0.000144372;0.00015113
REE;09/08/2022;19;0.00013274;0.000140915;0.000179473
REE;09/08/2022;20;0.000130579;0.000136407;0.000162734
REE;09/08/2022;21;0.00013322;0.000132618;0.000164435
REE;09/08/2022;22;0.000149827;0.000136404;0.00016531
REE;09/08/2022;23;0.000148554;0.00012712;0.000121387
REE;09/08/2022;24;0.000132283;0.000115213;0.000110215
REE;10/08/2022;1;0.000115396;0.000103254;7.73121E-05
REE;10/08/2022;2;9.96739E-05;9.60811E-05;6.17495E-05
REE;10/08/2022;3;8.94192E-05;9.18182E-05;4.52207E-05
REE;10/08/2022;4;8.35265E-05;8.98864E-05;3.7494E-05
REE;10/08/2022;5;8.01822E-05;8.92761E-05;2.22699E-05
REE;10/08/2022;6;7.91911E-05;9.12986E-05;2.34901E-05
REE;10/08/2022;7;8.16949E-05;9.90625E-05;2.35502E-05
REE;10/08/2022;8;8.45526E-05;0.000106976;3.03283E-05
REE;10/08/2022;9;9.3412E-05;0.000130818;5.66847E-05
REE;10/08/2022;10;0.000107343;0.000148762;0.000103625
REE;10/08/2022;11;0.000117581;0.000161364;0.000119697
REE;10/08/2022;12;0.000123162;0.00016751;0.000149318
REE;10/08/2022;13;0.000129912;0.000172392;0.000164162
REE;10/08/2022;14;0.0001408;0.000170045;0.000134029
REE;10/08/2022;15;0.000146017;0.000156254;0.000166224
REE;10/08/2022;16;0.000140364;0.000145982;0.000176388
REE;10/08/2022;17;0.000135923;0.000144389;0.000157298
REE;10/08/2022;18;0.000134535;0.000144372;0.00015113
REE;10/08/2022;19;0.00013274;0.000140915;0.000179473
REE;10/08/2022;20;0.000130579;0.000136407;0.000162734
REE;10/08/2022;21;0.00013322;0.000132618;0.000164435
REE;10/08/2022;22;0.000149827;0.000136404;0.00016531
REE;10/08/2022;23;0.000148554;0.00012712;0.000121387
REE;10/08/2022;24;0.000132283;0.000115213;0.000110215
REE;11/08/2022;1;0.00011701;0.000107503;6.88674E-05
REE;11/08/2022;2;0.000101224;9.94224E-05;6.47111E-05
REE;11/08/2022;3;9.0556E-05;9.48397E-05;3.43754E-05
REE;11/08/2022;4;8.4342E-05;9.26031E-05;2.55317E-05
REE;11/08/2022;5;8.08006E-05;9.17364E-05;1.96464E-05
REE;11/08/2022;6;7.9719E-05;9.39327E-05;2.41189E-05
REE;11/08/2022;7;8.20032E-05;0.000101611;2.47113E-05
REE;11/08/2022;8;8.46466E-05;0.000109383;2.7014E-05
REE;11/08/2022;9;9.37197E-05;0.000133029;6.72056E-05
REE;11/08/2022;10;0.000108055;0.000151393;7.60731E-05
REE;11/08/2022;11;0.000118922;0.000165254;7.4627E-05
REE;11/08/2022;12;0.000125022;0.000171223;0.000109256
REE;11/08/2022;13;0.000132118;0.000176399;0.000104204
REE;11/08/2022;14;0.000143171;0.000174693;0.000140951
REE;11/08/2022;15;0.000149046;0.000159506;0.000147696
REE;11/08/2022;16;0.000144473;0.000147375;0.000154608
REE;11/08/2022;17;0.000140266;0.000144866;0.000178015
REE;11/08/2022;18;0.000138737;0.000144679;0.000153028
REE;11/08/2022;19;0.000136713;0.000142669;0.000128129
REE;11/08/2022;20;0.000133751;0.00013976;0.00014715
REE;11/08/2022;21;0.000134182;0.000138037;0.00014781
REE;11/08/2022;22;0.000147934;0.000143561;0.000139593
REE;11/08/2022;23;0.00014669;0.000135414;0.000123153
REE;11/08/2022;24;0.00013304;0.000124287;9.29558E-05
REE;12/08/2022;1;0.000119227;0.000111677;8.25355E-05
REE;12/08/2022;2;0.000105151;0.000101816;9.12627E-05
REE;12/08/2022;3;9.41753E-05;9.61103E-05;4.71351E-05
REE;12/08/2022;4;8.72371E-05;9.33634E-05;2.89459E-05
REE;12/08/2022;5;8.30709E-05;9.18784E-05;2.44257E-05
REE;12/08/2022;6;8.10064E-05;9.25959E-05;2.63135E-05
REE;12/08/2022;7;8.08542E-05;9.54635E-05;2.91328E-05
REE;12/08/2022;8;7.96632E-05;9.02392E-05;3.43331E-05
REE;12/08/2022;9;8.80723E-05;9.63182E-05;4.05856E-05
REE;12/08/2022;10;0.000104129;0.000110312;8.57361E-05
REE;12/08/2022;11;0.000117758;0.000123791;0.000129136
REE;12/08/2022;12;0.000125234;0.000129324;0.000128786
REE;12/08/2022;13;0.000131685;0.00013439;0.000158229
REE;12/08/2022;14;0.00014199;0.000134139;0.000144068
REE;12/08/2022;15;0.000147595;0.000127826;0.000153816
REE;12/08/2022;16;0.000141683;0.000123185;0.000163791
REE;12/08/2022;17;0.00013593;0.000121261;9.77725E-05
REE;12/08/2022;18;0.000133127;0.000119544;8.68582E-05
REE;12/08/2022;19;0.000131407;0.000119873;0.000106873
REE;12/08/2022;20;0.000129124;0.000121867;0.000105518
REE;12/08/2022;21;0.000130199;0.000126339;0.000153344
REE;12/08/2022;22;0.000144775;0.000136473;0.000145966
REE;12/08/2022;23;0.000143755;0.000131516;0.000152368
REE;12/08/2022;24;0.000131138;0.000121806;0.00012591
REE;13/08/2022;1;0.000117129;0.000108887;9.80923E-05
REE;13/08/2022;2;0.000104205;9.9238E-05;5.03135E-05
REE;13/08/2022;3;9.38057E-05;9.36401E-05;4.48386E-05
REE;13/08/2022;4;8.69448E-05;9.08145E-05;2.91878E-05
REE;13/08/2022;5;8.27125E-05;8.96193E-05;2.54898E-05
REE;13/08/2022;6;8.04968E-05;9.00446E-05;2.43935E-05
REE;13/08/2022;7;7.97909E-05;9.15705E-05;1.85017E-05
REE;13/08/2022;8;7.70386E-05;8.41493E-05;3.11488E-05
REE;13/08/2022;9;8.33103E-05;8.57654E-05;3.35117E-05
REE;13/08/2022;10;9.81157E-05;9.37977E-05;3.30591E-05
REE;13/08/2022;11;0.000111881;0.000101506;6.68824E-05
REE;13/08/2022;12;0.000120892;0.0001072;8.04003E-05
REE;13/08/2022;13;0.000127451;0.000111925;0.000114107
REE;13/08/2022;14;0.000136656;0.000114885;0.000143845
REE;13/08/2022;15;0.000141626;0.000113418;0.000170905
REE;13/08/2022;16;0.000135142;0.000110429;0.000138288
REE;13/08/2022;17;0.000130006;0.000107151;9.82983E-05
REE;13/08/2022;18;0.000127933;0.000103707;0.000125231
REE;13/08/2022;19;0.000127441;0.000103051;0.000120216
REE;13/08/2022;20;0.000126998;0.000104881;0.000126403
REE;13/08/2022;21;0.000130709;0.000109669;0.00014666
REE;13/08/2022;22;0.000148147;0.000122293;0.000162804
REE;13/08/2022;23;0.000148226;0.000120093;0.00014178
REE;13/08/2022;24;0.000133729;0.000110637;0.000113321
REE;14/08/2022;1;0.00011686;9.87436E-05;0.000111295
REE;14/08/2022;2;0.000101174;9.12049E-05;7.47496E-05
REE;14/08/2022;3;9.0789E-05;8.73096E-05;4.53349E-05
REE;14/08/2022;4;8.47709E-05;8.55582E-05;3.4929E-05
REE;14/08/2022;5;8.12849E-05;8.51877E-05;3.04104E-05
REE;14/08/2022;6;8.00313E-05;8.72418E-05;2.09329E-05
REE;14/08/2022;7;8.20397E-05;9.49366E-05;2.74021E-05
REE;14/08/2022;8;8.39962E-05;0.000102639;3.18496E-05
REE;14/08/2022;9;9.22557E-05;0.000126737;6.03026E-05
REE;14/08/2022;10;0.000106074;0.000144899;0.000103513
REE;14/08/2022;11;0.000116498;0.000156287;0.000144872
REE;14/08/2022;12;0.000122245;0.000161936;0.000165601
REE;14/08/2022;13;0.000129131;0.000165956;0.000214202
REE;14/08/2022;14;0.000140463;0.000163716;0.000230484
REE;14/08/2022;15;0.000146752;0.000150013;0.000184088
REE;14/08/2022;16;0.000141273;0.000139583;0.000178
REE;14/08/2022;17;0.000136506;0.000138327;0.00018047
REE;14/08/2022;18;0.000134815;0.000138545;0.000169618
REE;14/08/2022;19;0.000132524;0.000135741;0.000171591
REE;14/08/2022;20;0.000130244;0.000130816;0.000190493
REE;14/08/2022;21;0.000133526;0.000126609;0.000155923
REE;14/08/2022;22;0.000151401;0.000131162;0.000184232
REE;14/08/2022;23;0.00015014;0.000121523;0.000154856
REE;14/08/2022;24;0.000133065;0.000110792;0.00014209
REE;15/08/2022;1;0.000117129;0.000108887;9.80923E-05
REE;15/08/2022;2;0.000104205;9.9238E-05;5.03135E-05
REE;15/08/2022;3;9.38057E-05;9.36401E-05;4.48386E-05
REE;15/08/2022;4;8.69448E-05;9.08145E-05;2.91878E-05
REE;15/08/2022;5;8.27125E-05;8.96193E-05;2.54898E-05
REE;15/08/2022;6;8.04968E-05;9.00446E-05;2.43935E-05
REE;15/08/2022;7;7.97909E-05;9.15705E-05;1.85017E-05
REE;15/08/2022;8;7.70386E-05;8.41493E-05;3.11488E-05
REE;15/08/2022;9;8.33103E-05;8.57654E-05;3.35117E-05
REE;15/08/2022;10;9.81157E-05;9.37977E-05;3.30591E-05
REE;15/08/2022;11;0.000111881;0.000101506;6.68824E-05
REE;15/08/2022;12;0.000120892;0.0001072;8.04003E-05
REE;15/08/2022;13;0.000127451;0.000111925;0.000114107
REE;15/08/2022;14;0.000136656;0.000114885;0.000143845
REE;15/08/2022;15;0.000141626;0.000113418;0.000170905
REE;15/08/2022;16;0.000135142;0.000110429;0.000138288
REE;15/08/2022;17;0.000130006;0.000107151;9.82983E-05
REE;15/08/2022;18;0.000127933;0.000103707;0.000125231
REE;15/08/2022;19;0.000127441;0.000103051;0.000120216
REE;15/08/2022;20;0.000126998;0.000104881;0.000126403
REE;15/08/2022;21;0.000130709;0.000109669;0.00014666
REE;15/08/2022;22;0.000148147;0.000122293;0.000162804
REE;15/08/2022;23;0.000148226;0.000120093;0.00014178
REE;15/08/2022;24;0.000133729;0.000110637;0.000113321
REE;16/08/2022;1;0.000115396;0.000103254;7.73121E-05
REE;16/08/2022;2;9.96739E-05;9.60811E-05;6.17495E-05
REE;16/08/2022;3;8.94192E-05;9.18182E-05;4.52207E-05
REE;16/08/2022;4;8.35265E-05;8.98864E-05;3.7494E-05
REE;16/08/2022;5;8.01822E-05;8.92761E-05;2.22699E-05
REE;16/08/2022;6;7.91911E-05;9.12986E-05;2.34901E-05
REE;16/08/2022;7;8.16949E-05;9.90625E-05;2.35502E-05
REE;16/08/2022;8;8.45526E-05;0.000106976;3.03283E-05
REE;16/08/2022;9;9.3412E-05;0.000130818;5.66847E-05
REE;16/08/2022;10;0.000107343;0.000148762;0.000103625
REE;16/08/2022;11;0.000117581;0.000161364;0.000119697
REE;16/08/2022;12;0.000123162;0.00016751;0.000149318
REE;16/08/2022;13;0.000129912;0.000172392;0.000164162
REE;16/08/2022;14;0.0001408;0.000170045;0.000134029
REE;16/08/2022;15;0.000146017;0.000156254;0.000166224
REE;16/08/2022;16;0.000140364;0.000145982;0.000176388
REE;16/08/2022;17;0.000135923;0.000144389;0.000157298
REE;16/08/2022;18;0.000134535;0.000144372;0.00015113
REE;16/08/2022;19;0.00013274;0.000140915;0.000179473
REE;16/08/2022;20;0.000130579;0.000136407;0.000162734
REE;16/08/2022;21;0.00013322;0.000132618;0.000164435
REE;16/08/2022;22;0.000149827;0.000136404;0.00016531
REE;16/08/2022;23;0.000148554;0.00012712;0.000121387
REE;16/08/2022;24;0.000132283;0.000115213;0.000110215
REE;17/08/2022;1;0.000115396;0.000103254;7.73121E-05
REE;17/08/2022;2;9.96739E-05;9.60811E-05;6.17495E-05
REE;17/08/2022;3;8.94192E-05;9.18182E-05;4.52207E-05
REE;17/08/2022;4;8.35265E-05;8.98864E-05;3.7494E-05
REE;17/08/2022;5;8.01822E-05;8.92761E-05;2.22699E-05
REE;17/08/2022;6;7.91911E-05;9.12986E-05;2.34901E-05
REE;17/08/2022;7;8.16949E-05;9.90625E-05;2.35502E-05
REE;17/08/2022;8;8.45526E-05;0.000106976;3.03283E-05
REE;17/08/2022;9;9.3412E-05;0.000130818;5.66847E-05
REE;17/08/2022;10;0.000107343;0.000148762;0.000103625
REE;17/08/2022;11;0.000117581;0.000161364;0.000119697
REE;17/08/2022;12;0.000123162;0.00016751;0.000149318
REE;17/08/2022;13;0.000129912;0.000172392;0.000164162
REE;17/08/2022;14;0.0001408;0.000170045;0.000134029
REE;17/08/2022;15;0.000146017;0.000156254;0.000166224
REE;17/08/2022;16;0.000140364;0.000145982;0.000176388
REE;17/08/2022;17;0.000135923;0.000144389;0.000157298
REE;17/08/2022;18;0.000134535;0.000144372;0.00015113
REE;17/08/2022;19;0.00013274;0.000140915;0.000179473
REE;17/08/2022;20;0.000130579;0.000136407;0.000162734
REE;17/08/2022;21;0.00013322;0.000132618;0.000164435
REE;17/08/2022;22;0.000149827;0.000136404;0.00016531
REE;17/08/2022;23;0.000148554;0.00012712;0.000121387
REE;17/08/2022;24;0.000132283;0.000115213;0.000110215
REE;18/08/2022;1;0.00011701;0.000107503;6.88674E-05
REE;18/08/2022;2;0.000101224;9.94224E-05;6.47111E-05
REE;18/08/2022;3;9.0556E-05;9.48397E-05;3.43754E-05
REE;18/08/2022;4;8.4342E-05;9.26031E-05;2.55317E-05
REE;18/08/2022;5;8.08006E-05;9.17364E-05;1.96464E-05
REE;18/08/2022;6;7.9719E-05;9.39327E-05;2.41189E-05
REE;18/08/2022;7;8.20032E-05;0.000101611;2.47113E-05
REE;18/08/2022;8;8.46466E-05;0.000109383;2.7014E-05
REE;18/08/2022;9;9.37197E-05;0.000133029;6.72056E-05
REE;18/08/2022;10;0.000108055;0.000151393;7.60731E-05
REE;18/08/2022;11;0.000118922;0.000165254;7.4627E-05
REE;18/08/2022;12;0.000125022;0.000171223;0.000109256
REE;18/08/2022;13;0.000132118;0.000176399;0.000104204
REE;18/08/2022;14;0.000143171;0.000174693;0.000140951
REE;18/08/2022;15;0.000149046;0.000159506;0.000147696
REE;18/08/2022;16;0.000144473;0.000147375;0.000154608
REE;18/08/2022;17;0.000140266;0.000144866;0.000178015
REE;18/08/2022;18;0.000138737;0.000144679;0.000153028
REE;18/08/2022;19;0.000136713;0.000142669;0.000128129
REE;18/08/2022;20;0.000133751;0.00013976;0.00014715
REE;18/08/2022;21;0.000134182;0.000138037;0.00014781
REE;18/08/2022;22;0.000147934;0.000143561;0.000139593
REE;18/08/2022;23;0.00014669;0.000135414;0.000123153
REE;18/08/2022;24;0.00013304;0.000124287;9.29558E-05
REE;19/08/2022;1;0.000119227;0.000111677;8.25355E-05
REE;19/08/2022;2;0.000105151;0.000101816;9.12627E-05
REE;19/08/2022;3;9.41753E-05;9.61103E-05;4.71351E-05
REE;19/08/2022;4;8.72371E-05;9.33634E-05;2.89459E-05
REE;19/08/2022;5;8.30709E-05;9.18784E-05;2.44257E-05
REE;19/08/2022;6;8.10064E-05;9.25959E-05;2.63135E-05
REE;19/08/2022;7;8.08542E-05;9.54635E-05;2.91328E-05
REE;19/08/2022;8;7.96632E-05;9.02392E-05;3.43331E-05
REE;19/08/2022;9;8.80723E-05;9.63182E-05;4.05856E-05
REE;19/08/2022;10;0.000104129;0.000110312;8.57361E-05
REE;19/08/2022;11;0.000117758;0.000123791;0.000129136
REE;19/08/2022;12;0.000125234;0.000129324;0.000128786
REE;19/08/2022;13;0.000131685;0.00013439;0.000158229
REE;19/08/2022;14;0.00014199;0.000134139;0.000144068
REE;19/08/2022;15;0.000147595;0.000127826;0.000153816
REE;19/08/2022;16;0.000141683;0.000123185;0.000163791
REE;19/08/2022;17;0.00013593;0.000121261;9.77725E-05
REE;19/08/2022;18;0.000133127;0.000119544;8.68582E-05
REE;19/08/2022;19;0.000131407;0.000119873;0.000106873
REE;19/08/2022;20;0.000129124;0.000121867;0.000105518
REE;19/08/2022;21;0.000130199;0.000126339;0.000153344
REE;19/08/2022;22;0.000144775;0.000136473;0.000145966
REE;19/08/2022;23;0.000143755;0.000131516;0.000152368
REE;19/08/2022;24;0.000131138;0.000121806;0.00012591
REE;20/08/2022;1;0.000117129;0.000108887;9.80923E-05
REE;20/08/2022;2;0.000104205;9.9238E-05;5.03135E-05
REE;20/08/2022;3;9.38057E-05;9.36401E-05;4.48386E-05
REE;20/08/2022;4;8.69448E-05;9.08145E-05;2.91878E-05
REE;20/08/2022;5;8.27125E-05;8.96193E-05;2.54898E-05
REE;20/08/2022;6;8.04968E-05;9.00446E-05;2.43935E-05
REE;20/08/2022;7;7.97909E-05;9.15705E-05;1.85017E-05
REE;20/08/2022;8;7.70386E-05;8.41493E-05;3.11488E-05
REE;20/08/2022;9;8.33103E-05;8.57654E-05;3.35117E-05
REE;20/08/2022;10;9.81157E-05;9.37977E-05;3.30591E-05
REE;20/08/2022;11;0.000111881;0.000101506;6.68824E-05
REE;20/08/2022;12;0.000120892;0.0001072;8.04003E-05
REE;20/08/2022;13;0.000127451;0.000111925;0.000114107
REE;20/08/2022;14;0.000136656;0.000114885;0.000143845
REE;20/08/2022;15;0.000141626;0.000113418;0.000170905
REE;20/08/2022;16;0.000135142;0.000110429;0.000138288
REE;20/08/2022;17;0.000130006;0.000107151;9.82983E-05
REE;20/08/2022;18;0.000127933;0.000103707;0.000125231
REE;20/08/2022;19;0.000127441;0.000103051;0.000120216
REE;20/08/2022;20;0.000126998;0.000104881;0.000126403
REE;20/08/2022;21;0.000130709;0.000109669;0.00014666
REE;20/08/2022;22;0.000148147;0.000122293;0.000162804
REE;20/08/2022;23;0.000148226;0.000120093;0.00014178
REE;20/08/2022;24;0.000133729;0.000110637;0.000113321
REE;21/08/2022;1;0.00011686;9.87436E-05;0.000111295
REE;21/08/2022;2;0.000101174;9.12049E-05;7.47496E-05
REE;21/08/2022;3;9.0789E-05;8.73096E-05;4.53349E-05
REE;21/08/2022;4;8.47709E-05;8.55582E-05;3.4929E-05
REE;21/08/2022;5;8.12849E-05;8.51877E-05;3.04104E-05
REE;21/08/2022;6;8.00313E-05;8.72418E-05;2.09329E-05
REE;21/08/2022;7;8.20397E-05;9.49366E-05;2.74021E-05
REE;21/08/2022;8;8.39962E-05;0.000102639;3.18496E-05
REE;21/08/2022;9;9.22557E-05;0.000126737;6.03026E-05
REE;21/08/2022;10;0.000106074;0.000144899;0.000103513
REE;21/08/2022;11;0.000116498;0.000156287;0.000144872
REE;21/08/2022;12;0.000122245;0.000161936;0.000165601
REE;21/08/2022;13;0.000129131;0.000165956;0.000214202
REE;21/08/2022;14;0.000140463;0.000163716;0.000230484
REE;21/08/2022;15;0.000146752;0.000150013;0.000184088
REE;21/08/2022;16;0.000141273;0.000139583;0.000178
REE;21/08/2022;17;0.000136506;0.000138327;0.00018047
REE;21/08/2022;18;0.000134815;0.000138545;0.000169618
REE;21/08/2022;19;0.000132524;0.000135741;0.000171591
REE;21/08/2022;20;0.000130244;0.000130816;0.000190493
REE;21/08/2022;21;0.000133526;0.000126609;0.000155923
REE;21/08/2022;22;0.000151401;0.000131162;0.000184232
REE;21/08/2022;23;0.00015014;0.000121523;0.000154856
REE;21/08/2022;24;0.000133065;0.000110792;0.00014209
REE;22/08/2022;1;0.000115396;0.000103254;7.73121E-05
REE;22/08/2022;2;9.96739E-05;9.60811E-05;6.17495E-05
REE;22/08/2022;3;8.94192E-05;9.18182E-05;4.52207E-05
REE;22/08/2022;4;8.35265E-05;8.98864E-05;3.7494E-05
REE;22/08/2022;5;8.01822E-05;8.92761E-05;2.22699E-05
REE;22/08/2022;6;7.91911E-05;9.12986E-05;2.34901E-05
REE;22/08/2022;7;8.16949E-05;9.90625E-05;2.35502E-05
REE;22/08/2022;8;8.45526E-05;0.000106976;3.03283E-05
REE;22/08/2022;9;9.3412E-05;0.000130818;5.66847E-05
REE;22/08/2022;10;0.000107343;0.000148762;0.000103625
REE;22/08/2022;11;0.000117581;0.000161364;0.000119697
REE;22/08/2022;12;0.000123162;0.00016751;0.000149318
REE;22/08/2022;13;0.000129912;0.000172392;0.000164162
REE;22/08/2022;14;0.0001408;0.000170045;0.000134029
REE;22/08/2022;15;0.000146017;0.000156254;0.000166224
REE;22/08/2022;16;0.000140364;0.000145982;0.000176388
REE;22/08/2022;17;0.000135923;0.000144389;0.000157298
REE;22/08/2022;18;0.000134535;0.000144372;0.00015113
REE;22/08/2022;19;0.00013274;0.000140915;0.000179473
REE;22/08/2022;20;0.000130579;0.000136407;0.000162734
REE;22/08/2022;21;0.00013322;0.000132618;0.000164435
REE;22/08/2022;22;0.000149827;0.000136404;0.00016531
REE;22/08/2022;23;0.000148554;0.00012712;0.000121387
REE;22/08/2022;24;0.000132283;0.000115213;0.000110215
REE;23/08/2022;1;0.000115396;0.000103254;7.73121E-05
REE;23/08/2022;2;9.96739E-05;9.60811E-05;6.17495E-05
REE;23/08/2022;3;8.94192E-05;9.18182E-05;4.52207E-05
REE;23/08/2022;4;8.35265E-05;8.98864E-05;3.7494E-05
REE;23/08/2022;5;8.01822E-05;8.92761E-05;2.22699E-05
REE;23/08/2022;6;7.91911E-05;9.12986E-05;2.34901E-05
REE;23/08/2022;7;8.16949E-05;9.90625E-05;2.35502E-05
REE;23/08/2022;8;8.45526E-05;0.000106976;3.03283E-05
REE;23/08/2022;9;9.3412E-05;0.000130818;5.66847E-05
REE;23/08/2022;10;0.000107343;0.000148762;0.000103625
REE;23/08/2022;11;0.000117581;0.000161364;0.000119697
REE;23/08/2022;12;0.000123162;0.00016751;0.000149318
REE;23/08/2022;13;0.000129912;0.000172392;0.000164162
REE;23/08/2022;14;0.0001408;0.000170045;0.000134029
REE;23/08/2022;15;0.000146017;0.000156254;0.000166224
REE;23/08/2022;16;0.000140364;0.000145982;0.000176388
REE;23/08/2022;17;0.000135923;0.000144389;0.000157298
REE;23/08/2022;18;0.000134535;0.000144372;0.00015113
REE;23/08/2022;19;0.00013274;0.000140915;0.000179473
REE;23/08/2022;20;0.000130579;0.000136407;0.000162734
REE;23/08/2022;21;0.00013322;0.000132618;0.000164435
REE;23/08/2022;22;0.000149827;0.000136404;0.00016531
REE;23/08/2022;23;0.000148554;0.00012712;0.000121387
REE;23/08/2022;24;0.000132283;0.000115213;0.000110215
REE;24/08/2022;1;0.000115396;0.000103254;7.73121E-05
REE;24/08/2022;2;9.96739E-05;9.60811E-05;6.17495E-05
REE;24/08/2022;3;8.94192E-05;9.18182E-05;4.52207E-05
REE;24/08/2022;4;8.35265E-05;8.98864E-05;3.7494E-05
REE;24/08/2022;5;8.01822E-05;8.92761E-05;2.22699E-05
REE;24/08/2022;6;7.91911E-05;9.12986E-05;2.34901E-05
REE;24/08/2022;7;8.16949E-05;9.90625E-05;2.35502E-05
REE;24/08/2022;8;8.45526E-05;0.000106976;3.03283E-05
REE;24/08/2022;9;9.3412E-05;0.000130818;5.66847E-05
REE;24/08/2022;10;0.000107343;0.000148762;0.000103625
REE;24/08/2022;11;0.000117581;0.000161364;0.000119697
REE;24/08/2022;12;0.000123162;0.00016751;0.000149318
REE;24/08/2022;13;0.000129912;0.000172392;0.000164162
REE;24/08/2022;14;0.0001408;0.000170045;0.000134029
REE;24/08/2022;15;0.000146017;0.000156254;0.000166224
REE;24/08/2022;16;0.000140364;0.000145982;0.000176388
REE;24/08/2022;17;0.000135923;0.000144389;0.000157298
REE;24/08/2022;18;0.000134535;0.000144372;0.00015113
REE;24/08/2022;19;0.00013274;0.000140915;0.000179473
REE;24/08/2022;20;0.000130579;0.000136407;0.000162734
REE;24/08/2022;21;0.00013322;0.000132618;0.000164435
REE;24/08/2022;22;0.000149827;0.000136404;0.00016531
REE;24/08/2022;23;0.000148554;0.00012712;0.000121387
REE;24/08/2022;24;0.000132283;0.000115213;0.000110215
REE;25/08/2022;1;0.00011701;0.000107503;6.88674E-05
REE;25/08/2022;2;0.000101224;9.94224E-05;6.47111E-05
REE;25/08/2022;3;9.0556E-05;9.48397E-05;3.43754E-05
REE;25/08/2022;4;8.4342E-05;9.26031E-05;2.55317E-05
REE;25/08/2022;5;8.08006E-05;9.17364E-05;1.96464E-05
REE;25/08/2022;6;7.9719E-05;9.39327E-05;2.41189E-05
REE;25/08/2022;7;8.20032E-05;0.000101611;2.47113E-05
REE;25/08/2022;8;8.46466E-05;0.000109383;2.7014E-05
REE;25/08/2022;9;9.37197E-05;0.000133029;6.72056E-05
REE;25/08/2022;10;0.000108055;0.000151393;7.60731E-05
REE;25/08/2022;11;0.000118922;0.000165254;7.4627E-05
REE;25/08/2022;12;0.000125022;0.000171223;0.000109256
REE;25/08/2022;13;0.000132118;0.000176399;0.000104204
REE;25/08/2022;14;0.000143171;0.000174693;0.000140951
REE;25/08/2022;15;0.000149046;0.000159506;0.000147696
REE;25/08/2022;16;0.000144473;0.000147375;0.000154608
REE;25/08/2022;17;0.000140266;0.000144866;0.000178015
REE;25/08/2022;18;0.000138737;0.000144679;0.000153028
REE;25/08/2022;19;0.000136713;0.000142669;0.000128129
REE;25/08/2022;20;0.000133751;0.00013976;0.00014715
REE;25/08/2022;21;0.000134182;0.000138037;0.00014781
REE;25/08/2022;22;0.000147934;0.000143561;0.000139593
REE;25/08/2022;23;0.00014669;0.000135414;0.000123153
REE;25/08/2022;24;0.00013304;0.000124287;9.29558E-05
REE;26/08/2022;1;0.000119227;0.000111677;8.25355E-05
REE;26/08/2022;2;0.000105151;0.000101816;9.12627E-05
REE;26/08/2022;3;9.41753E-05;9.61103E-05;4.71351E-05
